using device 0 NVIDIA GeForce RTX 2080 Ti
DEVICE: cuda
GraphSage with Net Unsupervised Learning
----------------------EPOCH 0-----------------------
Step [1/68], Loss: 10.8349, Dealed Nodes [1022/1355] 
Step [2/68], Loss: 11.5720, Dealed Nodes [1228/1355] 
Step [3/68], Loss: 11.6167, Dealed Nodes [1312/1355] 
Step [4/68], Loss: 10.8958, Dealed Nodes [1335/1355] 
Step [5/68], Loss: 11.1897, Dealed Nodes [1343/1355] 
Step [6/68], Loss: 11.2242, Dealed Nodes [1347/1355] 
Step [7/68], Loss: 10.4378, Dealed Nodes [1350/1355] 
Step [8/68], Loss: 9.6244, Dealed Nodes [1353/1355] 
Step [9/68], Loss: 8.9850, Dealed Nodes [1353/1355] 
Step [10/68], Loss: 8.4592, Dealed Nodes [1353/1355] 
Step [11/68], Loss: 8.1868, Dealed Nodes [1353/1355] 
Step [12/68], Loss: 8.0097, Dealed Nodes [1354/1355] 
Step [13/68], Loss: 7.9556, Dealed Nodes [1355/1355] 
Step [14/68], Loss: 7.8265, Dealed Nodes [1355/1355] 
Step [15/68], Loss: 7.7106, Dealed Nodes [1355/1355] 
Step [16/68], Loss: 7.7296, Dealed Nodes [1355/1355] 
Step [17/68], Loss: 7.8936, Dealed Nodes [1355/1355] 
Step [18/68], Loss: 8.1192, Dealed Nodes [1355/1355] 
Step [19/68], Loss: 8.4433, Dealed Nodes [1355/1355] 
Step [20/68], Loss: 8.6280, Dealed Nodes [1355/1355] 
Step [21/68], Loss: 8.5612, Dealed Nodes [1355/1355] 
Step [22/68], Loss: 7.8936, Dealed Nodes [1355/1355] 
Step [23/68], Loss: 7.9673, Dealed Nodes [1355/1355] 
Step [24/68], Loss: 8.0798, Dealed Nodes [1355/1355] 
Step [25/68], Loss: 8.0107, Dealed Nodes [1355/1355] 
Step [26/68], Loss: 7.7396, Dealed Nodes [1355/1355] 
Step [27/68], Loss: 7.7234, Dealed Nodes [1355/1355] 
Step [28/68], Loss: 7.9509, Dealed Nodes [1355/1355] 
Step [29/68], Loss: 8.0100, Dealed Nodes [1355/1355] 
Step [30/68], Loss: 8.2180, Dealed Nodes [1355/1355] 
Step [31/68], Loss: 8.8062, Dealed Nodes [1355/1355] 
Step [32/68], Loss: 8.7235, Dealed Nodes [1355/1355] 
Step [33/68], Loss: 8.4157, Dealed Nodes [1355/1355] 
Step [34/68], Loss: 8.1799, Dealed Nodes [1355/1355] 
Step [35/68], Loss: 7.8720, Dealed Nodes [1355/1355] 
Step [36/68], Loss: 7.6588, Dealed Nodes [1355/1355] 
Step [37/68], Loss: 7.7893, Dealed Nodes [1355/1355] 
Step [38/68], Loss: 7.8674, Dealed Nodes [1355/1355] 
Step [39/68], Loss: 7.9271, Dealed Nodes [1355/1355] 
Step [40/68], Loss: 7.9418, Dealed Nodes [1355/1355] 
Step [41/68], Loss: 7.6678, Dealed Nodes [1355/1355] 
Step [42/68], Loss: 7.6055, Dealed Nodes [1355/1355] 
Step [43/68], Loss: 7.5625, Dealed Nodes [1355/1355] 
Step [44/68], Loss: 7.6522, Dealed Nodes [1355/1355] 
Step [45/68], Loss: 7.7902, Dealed Nodes [1355/1355] 
Step [46/68], Loss: 7.7961, Dealed Nodes [1355/1355] 
Step [47/68], Loss: 7.7799, Dealed Nodes [1355/1355] 
Step [48/68], Loss: 7.5753, Dealed Nodes [1355/1355] 
Step [49/68], Loss: 7.5875, Dealed Nodes [1355/1355] 
Step [50/68], Loss: 7.5650, Dealed Nodes [1355/1355] 
Step [51/68], Loss: 7.5464, Dealed Nodes [1355/1355] 
Step [52/68], Loss: 7.5338, Dealed Nodes [1355/1355] 
Step [53/68], Loss: 7.4206, Dealed Nodes [1355/1355] 
Step [54/68], Loss: 8.1173, Dealed Nodes [1355/1355] 
Step [55/68], Loss: 9.3190, Dealed Nodes [1355/1355] 
Step [56/68], Loss: 8.9701, Dealed Nodes [1355/1355] 
Step [57/68], Loss: 7.9988, Dealed Nodes [1355/1355] 
Step [58/68], Loss: 7.7281, Dealed Nodes [1355/1355] 
Step [59/68], Loss: 7.8069, Dealed Nodes [1355/1355] 
Step [60/68], Loss: 7.8881, Dealed Nodes [1355/1355] 
Step [61/68], Loss: 7.8452, Dealed Nodes [1355/1355] 
Step [62/68], Loss: 7.7769, Dealed Nodes [1355/1355] 
Step [63/68], Loss: 7.6496, Dealed Nodes [1355/1355] 
Step [64/68], Loss: 7.5800, Dealed Nodes [1355/1355] 
Step [65/68], Loss: 7.6002, Dealed Nodes [1355/1355] 
Step [66/68], Loss: 7.6382, Dealed Nodes [1355/1355] 
Step [67/68], Loss: 7.5393, Dealed Nodes [1355/1355] 
Step [68/68], Loss: 7.6229, Dealed Nodes [1355/1355] 
